"ID";"PE_certificate__annual";"PE_certificate__clicked";"PE_certificate__select";"PE_certificate__selected";"PE_co2_final__certificate";"PE_co2_final__diet";"PE_co2_final__house";"PE_co2_final__mobility";"PE_co2_initial__diet";"PE_co2_initial__house";"PE_co2_initial__mobility";"PE_co2_reference__bike";"PE_co2_reference__car";"PE_co2_reference__diet";"PE_co2_reference__ebike";"PE_co2_reference__house";"PE_co2_reference__long_flights";"PE_co2_reference__medium_flights";"PE_co2_reference__pt";"PE_co2_reference__short_flights";"PE_compensate_car__select";"PE_compensate_car__visible";"PE_compensate_car_by_bike__select";"PE_compensate_car_by_bike__visible";"PE_compensate_car_by_ebike__investment";"PE_compensate_car_by_ebike__select";"PE_compensate_car_by_ebike__visible";"PE_compensate_car_by_pt_long__annual";"PE_compensate_car_by_pt_long__select";"PE_compensate_car_by_pt_long__visible";"PE_compensate_car_by_pt_short__annual";"PE_compensate_car_by_pt_short__select";"PE_compensate_car_by_pt_short__visible";"PE_compensate_reduce_car__reduction";"PE_diet__clicked";"PE_diet__reduction";"PE_diet__select";"PE_diet__selected";"PE_final";"PE_heat_pump__annual";"PE_heat_pump__clicked";"PE_heat_pump__investment";"PE_heat_pump__reduction";"PE_heat_pump__selected";"PE_heat_pump__visible";"PE_initial";"PE_insulate_facade__annual";"PE_insulate_facade__clicked";"PE_insulate_facade__investment";"PE_insulate_facade__reduction";"PE_insulate_facade__selected";"PE_insulate_facade__visible";"PE_insulate_roof__annual";"PE_insulate_roof__clicked";"PE_insulate_roof__investment";"PE_insulate_roof__reduction";"PE_insulate_roof__selected";"PE_insulate_roof__visible";"PE_pt_pass__annual";"PE_pt_pass__clicked";"PE_pt_pass__select";"PE_pt_pass__selected";"PE_reduce_car__annual";"PE_reduce_car__clicked";"PE_reduce_car__reduction";"PE_reduce_car__select";"PE_reduce_car__selected";"PE_reduce_car__visible";"PE_reduce_long_flights__annual";"PE_reduce_long_flights__clicked";"PE_reduce_long_flights__reduction";"PE_reduce_long_flights__select";"PE_reduce_long_flights__selected";"PE_reduce_long_flights__visible";"PE_reduce_medium_flights__annual";"PE_reduce_medium_flights__clicked";"PE_reduce_medium_flights__reduction";"PE_reduce_medium_flights__select";"PE_reduce_medium_flights__selected";"PE_reduce_medium_flights__visible";"PE_reduce_short_flights__annual";"PE_reduce_short_flights__clicked";"PE_reduce_short_flights__reduction";"PE_reduce_short_flights__select";"PE_reduce_short_flights__selected";"PE_reduce_short_flights__visible";"PE_reduce_temperature__annual";"PE_reduce_temperature__clicked";"PE_reduce_temperature__reduction";"PE_reduce_temperature__select";"PE_reduce_temperature__selected";"PE_reference__car_value";"PE_reference__certificate";"PE_reference__diet";"PE_reference__has_bike";"PE_reference__has_ebike";"PE_reference__heating_type";"PE_reference__hh_members";"PE_reference__house_size";"PE_reference__house_standard";"PE_reference__house_type";"PE_reference__km_bike";"PE_reference__km_car";"PE_reference__km_ebike";"PE_reference__km_pt";"PE_reference__long_flights";"PE_reference__medium_flights";"PE_reference__pt_pass";"PE_reference__replace_car";"PE_reference__short_flights";"PE_replace_car__annual";"PE_replace_car__clicked";"PE_replace_car__investment";"PE_replace_car__reduction";"PE_replace_car__select";"PE_replace_car__selected";"PE_replace_car__visible";"PE_replace_windows__annual";"PE_replace_windows__clicked";"PE_replace_windows__investment";"PE_replace_windows__reduction";"PE_replace_windows__selected";"PE_replace_windows__visible";"PE_sell_car__annual";"PE_sell_car__clicked";"PE_sell_car__investment";"PE_sell_car__reduction";"PE_sell_car__selected";"PE_sell_car__visible";"PE_solar_panels__annual";"PE_solar_panels__clicked";"PE_solar_panels__investment";"PE_solar_panels__reduction";"PE_solar_panels__selected";"PE_solar_panels__visible";"PE_sum__annual";"PE_sum__investment";"PE_target";"PE_target__not_compensated";"PE_target__reached";"PE_target__remaining_costs";"PE_ventilation__annual";"PE_ventilation__clicked";"PE_ventilation__investment";"PE_ventilation__reduction";"PE_ventilation__selected";"PE_ventilation__visible"
1874;0;FALSE;0;FALSE;0;1495;2756.3;4046;1837;2901.3;4340.9;3.5;4275;1837;0;2901.3;0;0;62.4;0;0;TRUE;0.1;TRUE;0;0;TRUE;0;0;TRUE;0;0;TRUE;132.6;TRUE;-342;"flexitarian";TRUE;8297.3;0;FALSE;0;0;FALSE;FALSE;9079.3;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;TRUE;"half-fare";TRUE;-166.3;TRUE;-427.5;0.1;TRUE;TRUE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;-23.8;TRUE;-145.1;1;TRUE;0;180;"omnivore";TRUE;FALSE;"heat-pump";4;170;"new";"detached";40;15000;0;15;0;0;"half-fare";"diesel-large";0;0;FALSE;0;0;NA;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;-190.1;0;6355.5;1897.3;FALSE;354;0;FALSE;0;0;FALSE;TRUE
1877;0;FALSE;0;FALSE;0;1495;5688;4620.2;1837;30000;5525;0;3525;1837;0;30000;0;2000;0;0;0;TRUE;0.2;TRUE;0;0;TRUE;781.6;0.2;TRUE;0;0;TRUE;505.2;TRUE;-342;"flexitarian";TRUE;11803.2;-632.6;TRUE;35000;-15642;TRUE;TRUE;37362;0;FALSE;0;0;FALSE;TRUE;-254.8;TRUE;70000;-6300;TRUE;TRUE;0;FALSE;NA;FALSE;-596.7;TRUE;-1410;0.4;TRUE;TRUE;0;FALSE;0;0;FALSE;FALSE;0;TRUE;0;0;FALSE;TRUE;0;FALSE;0;0;FALSE;FALSE;-95.9;TRUE;-2370;2;TRUE;16000;110;"omnivore";FALSE;FALSE;"gas";4;100;"old";"detached";0;15000;0;0;0;1;NA;"petrol-small";0;0;FALSE;0;0;"petrol-small";FALSE;TRUE;0;FALSE;0;0;FALSE;TRUE;0;FALSE;0;0;FALSE;TRUE;0;FALSE;0;0;FALSE;FALSE;-798.4;105800;26153.4;0;TRUE;0;0;FALSE;0;0;FALSE;TRUE
1878;854.9;TRUE;4000;TRUE;4000;1495;6375;22200.4;1495;7500;21700;0;2700;1495;0;7500;14000;4000;0;1000;0;TRUE;0;TRUE;3000;0.2;TRUE;196.7;0.1;TRUE;196.7;0.1;TRUE;770.4;FALSE;0;"flexitarian";FALSE;26070.4;0;FALSE;0;0;FALSE;FALSE;30695;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;TRUE;"half-fare";TRUE;-553.7;TRUE;-1620;0.4;TRUE;TRUE;0;FALSE;0;0;FALSE;TRUE;0;FALSE;0;0;FALSE;TRUE;0;FALSE;0;0;FALSE;TRUE;-45.5;TRUE;-1125;3;TRUE;20000;190;"flexitarian";FALSE;FALSE;"gas";2;50;"renovated";"flat";0;15000;0;0;2;2;"half-fare";"phev-medium";2;5958.1;TRUE;44000;1350;"phev-large";TRUE;TRUE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;TRUE;0;FALSE;0;0;FALSE;FALSE;6607.2;47000;21486.5;4570.4;FALSE;999;0;FALSE;0;0;FALSE;FALSE
1879;90;TRUE;1000;TRUE;1000;1495;15105;4416;1495;15900;4416;0;0;1495;0;15900;0;4000;416;0;0;FALSE;0;FALSE;0;0;FALSE;0;0;FALSE;0;0;FALSE;0;FALSE;0;"flexitarian";FALSE;20016;0;FALSE;0;0;FALSE;FALSE;21811;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;"region-and-half-fare";FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;TRUE;0;FALSE;0;0;FALSE;FALSE;-26.1;TRUE;-795;1;TRUE;0;90;"flexitarian";FALSE;FALSE;"oil";1;80;"renovated";"flat";0;0;0;100;0;2;"region-and-half-fare";NA;0;0;FALSE;0;0;NA;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;63.9;0;15267.7;4716;FALSE;491;0;FALSE;0;0;FALSE;FALSE
1881;0;FALSE;0;FALSE;0;1495;1597.4;2646.3;1837;3072;3244.8;1.8;1995;1837;0;3072;0;0;1248;0;0.3;TRUE;0;TRUE;0;0;TRUE;0;0;TRUE;0;0;TRUE;0;TRUE;-342;"flexitarian";TRUE;5738.7;0;FALSE;0;0;FALSE;FALSE;8153.8;0;FALSE;0;0;FALSE;TRUE;-105.8;TRUE;70000;-645.1;TRUE;TRUE;0;TRUE;"season";TRUE;-232.8;TRUE;-598.5;0.3;TRUE;TRUE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;TRUE;0;0;FALSE;46000;80;"omnivore";TRUE;FALSE;"heat-pump";2;120;"renovated";"detached";20;7000;0;300;0;0;"season";"diesel-large";0;0;FALSE;0;0;"diesel-large";FALSE;TRUE;-75.6;TRUE;16800;-460.8;TRUE;TRUE;0;FALSE;0;0;FALSE;TRUE;-60.5;TRUE;21000;-368.6;TRUE;TRUE;-474.8;107800;5707.6;38.7;FALSE;80;0;FALSE;0;0;FALSE;TRUE
1885;90;TRUE;1000;TRUE;1000;1495;14212;13572.5;1495;17000;23675;0;3675;1495;0;17000;14000;6000;0;0;0.3;TRUE;0;TRUE;0;0;TRUE;0;0;TRUE;0;0;TRUE;0;FALSE;0;"flexitarian";FALSE;28279.5;0;FALSE;0;0;FALSE;TRUE;42170;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;NA;FALSE;-488.8;TRUE;-1102.5;0.3;TRUE;TRUE;-1200;TRUE;-7000;1;TRUE;TRUE;-400;TRUE;-2000;1;TRUE;TRUE;0;FALSE;0;0;FALSE;FALSE;-30.3;TRUE;-748;1;TRUE;42000;90;"flexitarian";FALSE;FALSE;"gas";4;170;"new";"semi-detached";0;15000;0;0;2;3;NA;"petrol-medium";0;0;FALSE;0;0;"petrol-medium";FALSE;TRUE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;TRUE;-82.5;TRUE;21000;-2040;TRUE;TRUE;-2111.6;21000;29519;0;TRUE;0;0;FALSE;0;0;FALSE;TRUE
1887;0;FALSE;0;FALSE;0;1837;3648;3100;1837;3840;6900;0;4900;1837;0;3840;0;2000;0;0;0;TRUE;0;TRUE;0;0;TRUE;0;0;TRUE;0;0;TRUE;0;FALSE;0;"omnivore";FALSE;8585;0;FALSE;0;0;FALSE;FALSE;12577;0;FALSE;0;0;FALSE;TRUE;0;FALSE;0;0;FALSE;TRUE;0;FALSE;NA;FALSE;0;FALSE;0;0;FALSE;TRUE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;TRUE;0;FALSE;0;0;FALSE;FALSE;-31.5;TRUE;-192;1;TRUE;4000;80;"omnivore";FALSE;FALSE;"heat-pump";4;150;"renovated";"detached";0;20000;0;0;0;1;NA;"petrol-medium";0;3973.2;TRUE;39000;-3800;"bev-large";TRUE;TRUE;0;FALSE;0;0;FALSE;TRUE;0;FALSE;0;0;FALSE;TRUE;0;FALSE;0;0;FALSE;TRUE;3941.7;39000;8803.9;0;TRUE;0;0;FALSE;0;0;FALSE;TRUE
1888;649;TRUE;3000;TRUE;3000;1837;10800;1886.5;1837;12000;2695;0;2695;1837;0;12000;0;0;0;0;0.3;TRUE;0;TRUE;0;0;TRUE;0;0;TRUE;0;0;TRUE;0;FALSE;0;"omnivore";FALSE;11523.5;0;FALSE;0;0;FALSE;TRUE;16532;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;NA;FALSE;-358.5;TRUE;-808.5;0.3;TRUE;TRUE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;-48.5;TRUE;-1200;2;TRUE;8000;200;"omnivore";FALSE;FALSE;"gas";4;120;"new";"semi-detached";0;11000;0;0;0;0;NA;"petrol-medium";0;0;FALSE;0;0;"bev-large";FALSE;TRUE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;TRUE;0;FALSE;0;0;FALSE;FALSE;241.9;0;11572.4;0;TRUE;0;0;FALSE;0;0;FALSE;TRUE
1890;312;TRUE;2000;TRUE;2000;1495;22260;30.1;1837;27825;2190.1;26.5;2160;1837;3.5;27825;0;0;0;0;1;TRUE;0;TRUE;0;0;TRUE;0;0;TRUE;0;0;TRUE;0;TRUE;-342;"flexitarian";TRUE;21785.1;0;FALSE;0;0;FALSE;FALSE;31852.1;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;TRUE;"half-fare";TRUE;0;TRUE;0;1;FALSE;TRUE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;-182.7;TRUE;-5565;4;TRUE;22000;150;"omnivore";TRUE;TRUE;"oil";1;70;"old";"flat";300;12000;20;0;0;0;"half-fare";"phev-medium";0;0;FALSE;0;0;"bev-small";FALSE;TRUE;0;FALSE;0;0;FALSE;FALSE;-6655.7;TRUE;-22000;-2160;TRUE;TRUE;0;FALSE;0;0;FALSE;FALSE;-6526.4;-22000;22296.4;0;TRUE;0;0;FALSE;0;0;FALSE;FALSE
1891;234;TRUE;5000;TRUE;5000;1495;4723.2;4133.2;1837;5248;22133.2;0;4050;1837;0;5248;14000;4000;83.2;0;0;TRUE;0;TRUE;0;0;TRUE;0;0;TRUE;0;0;TRUE;0;TRUE;-342;"flexitarian";TRUE;5351.4;0;FALSE;0;0;FALSE;FALSE;29218.2;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;"region-and-half-fare";FALSE;0;FALSE;0;0;FALSE;TRUE;-2400;TRUE;-14000;2;TRUE;TRUE;-800;TRUE;-4000;2;TRUE;TRUE;0;FALSE;0;0;FALSE;FALSE;-86.1;TRUE;-524.8;2;TRUE;70000;40;"omnivore";FALSE;FALSE;"heat-pump";2;205;"renovated";"flat";0;15000;0;20;2;2;"region-and-half-fare";"petrol-large";0;0;FALSE;0;0;"petrol-large";FALSE;TRUE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;TRUE;0;FALSE;0;0;FALSE;FALSE;-3052.1;0;20452.7;0;TRUE;0;0;FALSE;0;0;FALSE;FALSE
1892;0;FALSE;0;FALSE;0;1837;32946;7481.3;1837;40800;9821.3;0.4;2820;1837;0.9;40800;7000;0;0;0;0.2;TRUE;0;TRUE;0;0;TRUE;0;0;TRUE;0;0;TRUE;0;FALSE;0;"omnivore";FALSE;42264.3;0;FALSE;0;0;FALSE;TRUE;52458.3;0;FALSE;0;0;FALSE;TRUE;0;FALSE;0;0;FALSE;TRUE;0;FALSE;"half-fare";FALSE;-100.3;TRUE;-120;0.2;TRUE;TRUE;0;FALSE;0;0;FALSE;TRUE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;-70.1;TRUE;-1734;1;TRUE;4000;70;"omnivore";TRUE;TRUE;"gas";3;136;"old";"detached";5;12000;5;0;1;0;"half-fare";"petrol-small";0;3730.1;TRUE;33000;-2220;"bev-small";TRUE;TRUE;-247.5;TRUE;16800;-6120;TRUE;TRUE;0;FALSE;0;0;FALSE;TRUE;0;FALSE;0;0;FALSE;TRUE;3312.1;49800;36720.8;5564.3;FALSE;466;0;FALSE;0;0;FALSE;TRUE
1894;0;TRUE;0;TRUE;0;1837;2560;4704.3;1837;2560;4704.3;4.4;4275;1837;8.8;2560;0;0;416;0;0;TRUE;0;TRUE;0;0;TRUE;0;0;TRUE;0;0;TRUE;0;FALSE;0;"omnivore";FALSE;9101.3;0;FALSE;0;0;FALSE;FALSE;9101.3;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;"half-fare";FALSE;0;FALSE;0;0;FALSE;TRUE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;70000;20;"omnivore";TRUE;TRUE;"heat-pump";3;150;"new";"flat";50;15000;50;100;0;0;"half-fare";"diesel-large";0;0;FALSE;0;0;"diesel-large";FALSE;TRUE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;TRUE;0;FALSE;0;0;FALSE;FALSE;0;0;6370.9;2701.3;FALSE;58;0;FALSE;0;0;FALSE;FALSE
1895;0;FALSE;0;FALSE;0;1380;29812.5;252.3;1380;29812.5;252.3;0.9;0;1380;1.8;29812.5;0;0;249.6;0;0;FALSE;0;FALSE;0;0;FALSE;0;0;FALSE;0;0;FALSE;0;FALSE;0;"vegetarian";FALSE;31444.8;0;FALSE;0;0;FALSE;FALSE;31444.8;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;"region-and-half-fare";FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;0;50;"vegetarian";TRUE;TRUE;"oil";2;75;"old";"flat";10;0;10;60;0;0;"region-and-half-fare";NA;0;0;FALSE;0;0;NA;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;0;22011.3;9444.8;FALSE;658;0;FALSE;0;0;FALSE;FALSE
1896;62.4;TRUE;2000;TRUE;2000;1837;25500;6239.4;1837;30000;19239.4;4.4;235;1837;0;30000;7000;12000;0;0;0;TRUE;0;TRUE;0;0;TRUE;0;0;TRUE;0;0;TRUE;0;FALSE;0;"omnivore";FALSE;31576.4;0;FALSE;0;0;FALSE;FALSE;51076.4;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;"half-fare";FALSE;0;FALSE;0;0;FALSE;TRUE;-1200;TRUE;-7000;1;TRUE;TRUE;-1200;TRUE;-6000;3;TRUE;TRUE;0;FALSE;0;0;FALSE;FALSE;-182;TRUE;-4500;3;TRUE;0;30;"omnivore";TRUE;FALSE;"gas";2;100;"old";"flat";50;1000;0;0;1;6;"half-fare";"petrol-small";0;0;FALSE;0;0;NA;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;-2519.6;0;35753.5;0;TRUE;0;0;FALSE;0;0;FALSE;FALSE
1897;0;FALSE;5000;FALSE;0;1837;18900;533.5;1837;21000;661;0;245;1837;0;21000;0;0;416;0;0.5;TRUE;0;TRUE;0;0;TRUE;0;0;TRUE;0;0;TRUE;0;TRUE;0;"omnivore";FALSE;21270.5;0;FALSE;0;0;FALSE;FALSE;23498;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;TRUE;"season";TRUE;-49.7;TRUE;-117.5;0.5;TRUE;TRUE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;-84.9;TRUE;-2100;2;TRUE;2000;180;"omnivore";FALSE;FALSE;"gas";2;140;"renovated";"flat";0;1000;0;100;0;0;"season";"diesel-medium";0;2085.6;TRUE;15500;-10;"petrol-small";TRUE;TRUE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;TRUE;0;FALSE;0;0;FALSE;FALSE;1950.9;15500;16448.6;4870.5;FALSE;1020;0;FALSE;0;0;FALSE;FALSE
1899;70;TRUE;1000;TRUE;1000;1495;5253.1;2170.8;1495;5836.8;2670.8;4.4;0;1495;0;5836.8;0;2000;166.4;500;0;FALSE;0;FALSE;0;0;FALSE;0;0;FALSE;0;0;FALSE;0;FALSE;0;"flexitarian";FALSE;7918.9;0;FALSE;0;0;FALSE;FALSE;10002.6;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;"half-fare";FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;TRUE;-200;TRUE;-500;1;TRUE;TRUE;-95.8;TRUE;-583.7;2;TRUE;0;70;"flexitarian";TRUE;FALSE;"heat-pump";2;114;"old";"flat";50;0;0;40;0;1;"half-fare";NA;1;0;FALSE;0;0;NA;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;-225.8;0;7001.8;918.9;FALSE;70;0;FALSE;0;0;FALSE;FALSE
1900;1240;TRUE;7000;TRUE;7000;1495;18525;13225.3;1837;19500;17225.3;0.3;1225;1837;0;19500;7000;8000;0;1000;0;TRUE;0;TRUE;0;0;TRUE;0;0;TRUE;0;0;TRUE;0;TRUE;-342;"flexitarian";TRUE;26245.3;0;FALSE;0;0;FALSE;FALSE;38562.3;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;NA;FALSE;0;FALSE;0;0;FALSE;TRUE;0;FALSE;0;0;FALSE;TRUE;-800;TRUE;-4000;2;TRUE;TRUE;0;FALSE;0;0;FALSE;TRUE;-39.4;TRUE;-975;1;TRUE;10000;140;"omnivore";TRUE;FALSE;"gas";2;65;"old";"detached";3;5000;0;0;1;4;NA;"petrol-medium";2;0;FALSE;0;0;"petrol-medium";FALSE;TRUE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;TRUE;0;FALSE;0;0;FALSE;FALSE;400.6;0;26993.6;0;TRUE;0;0;FALSE;0;0;FALSE;FALSE
1902;0;FALSE;0;FALSE;0;1495;23253.8;3614.4;1495;25837.5;5493.6;4;3240;1495;0;25837.5;0;2000;249.6;0;0;TRUE;0;TRUE;3000;0.5;TRUE;0;0;TRUE;0;0;TRUE;1060.8;TRUE;0;"flexitarian";FALSE;28363.1;0;FALSE;0;0;FALSE;FALSE;32826.1;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;"half-fare";FALSE;-250.7;TRUE;-300;0.5;TRUE;TRUE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;TRUE;0;FALSE;0;0;FALSE;FALSE;-84.8;TRUE;-2583.8;2;TRUE;2000;160;"flexitarian";TRUE;FALSE;"oil";1;65;"old";"flat";45;12000;0;60;0;1;"half-fare";"petrol-large";0;3741;TRUE;35000;-2640;"bev-small";TRUE;TRUE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;TRUE;0;FALSE;0;0;FALSE;FALSE;3405.5;38000;22978.3;5363.1;FALSE;1018;0;FALSE;0;0;FALSE;FALSE
1903;20.8;TRUE;2000;TRUE;2000;1495;72;4143.2;1837;90;5533.2;0;2450;1837;0;90;0;2000;83.2;1000;0.5;TRUE;0;TRUE;0;0;TRUE;0;0;TRUE;132;0.1;TRUE;80;TRUE;-342;"flexitarian";TRUE;3710.2;0;FALSE;0;0;FALSE;FALSE;7460.2;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;"half-fare";FALSE;-651.8;TRUE;-1470;0.6;TRUE;TRUE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;TRUE;0;FALSE;0;0;FALSE;TRUE;-180;TRUE;-18;4;TRUE;16000;10;"omnivore";FALSE;FALSE;"district-heating";1;75;"old";"flat";0;10000;0;20;0;1;"half-fare";"petrol-medium";2;0;FALSE;0;0;"petrol-medium";FALSE;TRUE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;TRUE;0;FALSE;0;0;FALSE;FALSE;-679;0;5222.1;0;TRUE;0;0;FALSE;0;0;FALSE;FALSE
1904;0;FALSE;0;FALSE;0;1837;7433.2;500;1837;21862.5;2350;0;2350;1837;0;21862.5;0;0;0;0;0;TRUE;0;TRUE;0;0;TRUE;0;0;TRUE;0;0;TRUE;0;FALSE;0;"omnivore";FALSE;9770.2;-473.7;TRUE;35000;-14429.3;TRUE;TRUE;26049.5;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;NA;FALSE;0;FALSE;0;0;FALSE;TRUE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;10000;200;"omnivore";FALSE;FALSE;"oil";2;165;"new";"detached";0;10000;0;0;0;0;NA;"petrol-small";0;2526.4;TRUE;23000;-1850;"bev-medium";TRUE;TRUE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;TRUE;0;FALSE;0;0;FALSE;TRUE;2052.7;58000;18234.6;0;TRUE;0;0;FALSE;0;0;FALSE;TRUE
1905;0;FALSE;0;FALSE;0;1837;12960;15519.8;1837;54000;15519.8;0;3920;1837;0;54000;7000;4000;99.8;500;0;TRUE;0;TRUE;0;0;TRUE;0;0;TRUE;0;0;TRUE;0;FALSE;0;"omnivore";FALSE;30316.8;-1441.4;TRUE;35000;-35640;TRUE;TRUE;71356.8;0;FALSE;0;0;FALSE;TRUE;0;FALSE;0;0;FALSE;TRUE;0;FALSE;"half-fare";FALSE;0;TRUE;0;0;FALSE;TRUE;0;TRUE;0;0;FALSE;TRUE;0;FALSE;0;0;FALSE;TRUE;0;FALSE;0;0;FALSE;TRUE;-218.4;TRUE;-5400;2;TRUE;0;80;"omnivore";FALSE;FALSE;"gas";2;180;"old";"semi-detached";0;16000;0;24;1;2;"half-fare";"petrol-medium";1;0;FALSE;0;0;NA;FALSE;FALSE;0;FALSE;0;0;FALSE;TRUE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;TRUE;-1659.8;35000;49949.8;0;TRUE;0;0;FALSE;0;0;FALSE;TRUE
1906;0;FALSE;0;FALSE;0;1380;114.4;83.2;1380;127.1;83.2;0;0;1380;0;127.1;0;0;83.2;0;0;FALSE;0;FALSE;0;0;FALSE;0;0;FALSE;0;0;FALSE;0;FALSE;0;"vegetarian";FALSE;1577.6;0;FALSE;0;0;FALSE;FALSE;1590.3;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;800;TRUE;"region";TRUE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;-101.6;TRUE;-12.7;2;TRUE;0;170;"vegetarian";FALSE;FALSE;"wood";2;90;"old";"semi-detached";0;0;0;20;0;0;NA;NA;0;0;FALSE;0;0;NA;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;0;FALSE;0;0;FALSE;FALSE;698.4;0;1113.2;477.6;FALSE;170;0;FALSE;0;0;FALSE;FALSE
